12:00:00 GMT Fri Oct 9 2009,
,
01, Fri 08:00 - 09:00, HuntGp, 03, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
01, Fri 08:00 - 09:00, Agent, 221, 00000, 000000, 000000, 00000, 000000, 000000, 00001, 000226, 000226, 00000, 000000, 000000,
01, Fri 08:00 - 09:00, Agent, 212, 00000, 000000, 000000, 00000, 000000, 000000, 00001, 000127, 000127, 00000, 000000, 000000,
01, Fri 08:00 - 09:00, Agent, 244, 00000, 000000, 000000, 00000, 000000, 000000, 00001, 000120, 000120, 00000, 000000, 000000,
01, Fri 08:00 - 09:00, Queue, 00004, 00003, 00000, 00002, 00006, 00000, 00000, 00001, 00001, 
02, Fri 08:00 - 09:00, HuntGp, 04, 03, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
02, Fri 08:00 - 09:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
03, Fri 08:00 - 09:00, HuntGp, 01, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
03, Fri 08:00 - 09:00, Queue, 00001, 00000, 00000, 00140, 00140, 00000, 00000, 00001, 00001, 
04, Fri 08:00 - 09:00, HuntGp, 01, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
04, Fri 08:00 - 09:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
05, Fri 08:00 - 09:00, HuntGp, 04, 03, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
05, Fri 08:00 - 09:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
06, Fri 08:00 - 09:00, HuntGp, 01, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
06, Fri 08:00 - 09:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
07, Fri 08:00 - 09:00, HuntGp, 01, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
07, Fri 08:00 - 09:00, Queue, 00001, 00001, 00000, 00034, 00034, 00000, 00000, 00000, 00000, 
13:00:00 GMT Fri Oct 9 2009,
,
01, Fri 09:00 - 10:00, HuntGp, 04, 02, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
01, Fri 09:00 - 10:00, Agent, 221, 00000, 000000, 000000, 00000, 000000, 000000, 00004, 000300, 000471, 00001, 000164, 000164,
01, Fri 09:00 - 10:00, Agent, 212, 00000, 000000, 000000, 00000, 000000, 000000, 00003, 000184, 000291, 00001, 000057, 000057,
01, Fri 09:00 - 10:00, Agent, 244, 00000, 000000, 000000, 00000, 000000, 000000, 00002, 000068, 000087, 00000, 000000, 000000,
01, Fri 09:00 - 10:00, Queue, 00009, 00009, 00000, 00023, 00071, 00000, 00000, 00000, 00000, 
02, Fri 09:00 - 10:00, HuntGp, 04, 03, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
02, Fri 09:00 - 10:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
03, Fri 09:00 - 10:00, HuntGp, 01, 01, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
03, Fri 09:00 - 10:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
