11:00:00 GMT Thu Oct 8 2009,
,
01, Thu 07:00 - 08:00, HuntGp, 00, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
01, Thu 07:00 - 08:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
02, Thu 07:00 - 08:00, HuntGp, 00, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
02, Thu 07:00 - 08:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
03, Thu 07:00 - 08:00, HuntGp, 00, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
03, Thu 07:00 - 08:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
04, Thu 07:00 - 08:00, HuntGp, 01, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
04, Thu 07:00 - 08:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
05, Thu 07:00 - 08:00, HuntGp, 00, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
05, Thu 07:00 - 08:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
06, Thu 07:00 - 08:00, HuntGp, 00, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
06, Thu 07:00 - 08:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
07, Thu 07:00 - 08:00, HuntGp, 00, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
07, Thu 07:00 - 08:00, Queue, 00001, 00001, 00000, 00034, 00034, 00000, 00000, 00000, 00000, 
12:00:00 GMT Thu Oct 8 2009,
,
01, Thu 08:00 - 09:00, HuntGp, 02, 01, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
01, Thu 08:00 - 09:00, Agent, 212, 00000, 000000, 000000, 00000, 000000, 000000, 00005, 000103, 000185, 00000, 000000, 000000,
01, Thu 08:00 - 09:00, Agent, 222, 00000, 000000, 000000, 00000, 000000, 000000, 00002, 000328, 000607, 00002, 000038, 000065,
01, Thu 08:00 - 09:00, Queue, 00011, 00008, 00000, 00036, 00186, 00001, 00010, 00002, 00002, 
02, Thu 08:00 - 09:00, HuntGp, 03, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
02, Thu 08:00 - 09:00, Agent, 270, 00000, 000000, 000000, 00000, 000000, 000000, 00001, 000118, 000118, 00000, 000000, 000000,
02, Thu 08:00 - 09:00, Queue, 00001, 00001, 00000, 00017, 00017, 00000, 00000, 00000, 00000, 
03, Thu 08:00 - 09:00, HuntGp, 01, 00, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
03, Thu 08:00 - 09:00, Queue, 00003, 00000, 00000, 00000, 00001, 00000, 00000, 00003, 00003, 
04, Thu 08:00 - 09:00, HuntGp, 01, 01, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
04, Thu 08:00 - 09:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
05, Thu 08:00 - 09:00, HuntGp, 03, 02, 00000, 00000, 00000, 0000, 0000, 000000, 000000, 0000, 00000, 000000, 000000,
05, Thu 08:00 - 09:00, Queue, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 00000, 
